amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subtraction_induced;subtraction_evoked;subjects;condition;time;RDK_id;RDK_position1;RDK_position2;RDK_freq;RDK_color;RDK_colorlum;RDK_ispresented;RDK_isattended;RDK_isattended2;RDK_electrodes
3.85706061950097;2.15712593977268;-2.08339024109415;-9.79393623615413;-0.0820674089285043;-0.234205473844821;1;1;[1 2] ;RDK2;center;center;26;blue;offset_to_bckgrd;presented;not attended;not attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
4.16450638771057;0.620513176793853;1.60273995673277;-22.7376707710692;0.0656933148701988;-0.182611946389079;1;1;[1 2] ;RDK3;right;peri;20;green;offset_to_bckgrd;presented;attended;attended + not attended;{'PO2' 'POz' 'Oz' 'O2'}
5.182421875;2.05981386502584;3.70013447599029;35.3047296162354;0.184914493560791;0.537462155024211;1;1;[1 2] ;RDK4;right;peri;17;blue;offset_to_bckgrd;presented;not attended;not attended + attended;{'PO2' 'POz' 'Oz' 'O2'}
3.6733503818512;0.354822917779287;6.08688420536896;-25.6848534654694;0.210763645172119;-0.122634147604307;1;1;[1 2] ;RDK5;right;peri;23;redish;offset_to_bckgrd;not presented;irrelevant;irrelevant;{'PO2' 'POz' 'Oz' 'O2'}
3.18730100851793;1.55021714178415;1.23312538115703;5.34376420052638;0.0388246609614447;0.0786377335970219;1;2;[1 2] ;RDK1;center;center;29;green;offset_to_bckgrd;presented;not attended;not attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
3.94033341774574;2.43849303172185;3.94548791200582;13.3609514234636;0.149564335896418;0.287405729523072;1;2;[1 2] ;RDK2;center;center;26;blue;offset_to_bckgrd;presented;attended;attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
3.8818116346995;0.671293812990189;-12.2995092064887;160.349056258552;-0.544402631123861;0.413450046380361;1;2;[1 2] ;RDK3;right;peri;20;green;offset_to_bckgrd;presented;not attended;not attended + attended;{'PO2' 'POz' 'Oz' 'O2'}
5.13050228754679;1.23873700698217;-1.74527085527881;19.2674971761243;-0.0911316553751629;0.200116229057312;1;2;[1 2] ;RDK4;right;peri;17;blue;offset_to_bckgrd;presented;attended;attended + not attended;{'PO2' 'POz' 'Oz' 'O2'}
3.3488320350647;0.543396744132042;-7.42005373135903;17.3581470936496;-0.268400605519613;0.0803724398215612;1;2;[1 2] ;RDK5;right;peri;23;redish;offset_to_bckgrd;not presented;irrelevant;irrelevant;{'PO2' 'POz' 'Oz' 'O2'}
3.16486359742972;1.660270433701;6.00096771847711;9.27018462061389;0.179170480141273;0.140852818122277;1;3;[1 2] ;RDK1;center;center;29;green;offset_to_bckgrd;presented;attended;attended;{'P5' 'PO3' 'PO7' 'O1' 'I1' 'POz' 'Oz' 'Iz' 'P6' 'PO4' 'PO8' 'O2' 'I2'}
